Transaction ID,Transaction Date,Account Name,Transaction Description,Transaction Line Description,Amount (One column), ,Debit Amount (Two Column Approach),Credit Amount (Two Column Approach),Other Accounts for this Transaction,Customer,Vendor,Invoice Number,Bill Number,Notes / Memo,Amount Before Sales Tax,Sales Tax Amount,Sales Tax Name,Transaction Date Added,Transaction Date Last Modified,Account Group,Account Type,Account ID
2158141623991630251,2024-12-13,Vehicle – Fuel,Loaf N Jug,,43.32,,43.32,,Cash on Hand,,,,,,43.32,,,2024-12-14,2024-12-14,Expense,Operating Expense,
2158141956205672893,2024-12-13,Cash on Hand,Loaf N Jug,,-37.39,,,37.39,Vehicle – Fuel,,,,,BMW,-37.39,,,2024-12-14,2024-12-14,Asset,Cash and Bank,
2158141956205672893,2024-12-13,Vehicle – Fuel,Loaf N Jug,,37.39,,37.39,,Cash on Hand,,,,,BMW,37.39,,,2024-12-14,2024-12-14,Expense,Operating Expense,
2158142928889936347,2024-12-13,Cash on Hand,WalMart,,-110.71,,,110.71,Meals and Entertainment,,,,,Pueblo Kids Competition snacks,-110.71,,,2024-12-14,2024-12-14,Asset,Cash and Bank,
2158142928889936347,2024-12-13,Meals and Entertainment,WalMart,,110.71,,110.71,,Cash on Hand,,,,,Pueblo Kids Competition snacks,110.71,,,2024-12-14,2024-12-14,Expense,Operating Expense,
2159555638382918639,2024-12-15,Cash on Hand,7-11,,-15.87,,,15.87,Meals and Entertainment,,,,,Pizza for Walsenburg Cyber Patriot Team,-15.87,,,2024-12-16,2024-12-16,Asset,Cash and Bank,
2159555638382918639,2024-12-15,Meals and Entertainment,7-11,,15.87,,15.87,,Cash on Hand,,,,,Pizza for Walsenburg Cyber Patriot Team,15.87,,,2024-12-16,2024-12-16,Expense,Operating Expense,
2159555249369611191,2024-12-16,Cash on Hand,City of Walsenburg,,-313.30,,,313.30,Utilities,,,,,,-313.30,,,2024-12-16,2024-12-16,Asset,Cash and Bank,
2159555249369611191,2024-12-16,Utilities,City of Walsenburg,,313.30,,313.30,,Cash on Hand,,,,,,313.30,,,2024-12-16,2024-12-16,Expense,Operating Expense,
2160280416337098927,2024-12-16,Cash on Hand,Joe Tomato,,-46.33,,,46.33,Meals and Entertainment,,,,,Meal for formation of advisory committee,-46.33,,,2024-12-17,2024-12-17,Asset,Cash and Bank,
2160280416337098927,2024-12-16,Meals and Entertainment,Joe Tomato,,46.33,,46.33,,Cash on Hand,,,,,Meal for formation of advisory committee,46.33,,,2024-12-17,2024-12-17,Expense,Operating Expense,
2160281394599786776,2024-12-16,Cash on Hand,Walmart,,-42.86,,,42.86,Office Supplies,,,,,,-42.86,,,2024-12-17,2024-12-17,Asset,Cash and Bank,
2160281394599786776,2024-12-16,Office Supplies,Walmart,,42.86,,42.86,,Cash on Hand,,,,,,42.86,,,2024-12-17,2024-12-17,Expense,Operating Expense,
2160279751405697123,2024-12-17,Cash on Hand,SECOM,,-64.95,,,64.95,Computer – Internet,,,,,,-64.95,,,2024-12-17,2024-12-17,Asset,Cash and Bank,
2160279751405697123,2024-12-17,Computer – Internet,SECOM,,64.95,,64.95,,Cash on Hand,,,,,,64.95,,,2024-12-17,2024-12-17,Expense,Operating Expense,
2160279987779893362,2024-12-17,Cash on Hand,San Isabel,,-101.66,,,101.66,Utilities,,,,,Electric Bill,-101.66,,,2024-12-17,2024-12-17,Asset,Cash and Bank,
2160279987779893362,2024-12-17,Utilities,San Isabel,,101.66,,101.66,,Cash on Hand,,,,,Electric Bill,101.66,,,2024-12-17,2024-12-17,Expense,Operating Expense,
2162446719684540717,2024-12-19,Cash on Hand,Loaf N Jug,,-21.99,,,21.99,Vehicle – Fuel,,,,,,-21.99,,,2024-12-20,2024-12-20,Asset,Cash and Bank,
2162446719684540717,2024-12-19,Vehicle – Fuel,Loaf N Jug,,21.99,,21.99,,Cash on Hand,,,,,,21.99,,,2024-12-20,2024-12-20,Expense,Operating Expense,
2171368384363592580,2024-12-25,Cash on Hand,UPS Label,,-14.75,,,14.75,Shipping for CFL,,,,,,-14.75,,,2025-01-01,2025-01-01,Asset,Cash and Bank,
2171368384363592580,2024-12-25,Shipping for CFL,UPS Label,,14.75,,14.75,,Cash on Hand,,,,,,14.75,,,2025-01-01,2025-01-01,Expense,Operating Expense,
2171369148439952380,2024-12-25,Cash on Hand,UPS label,,-14.75,,,14.75,Shipping for CFL,,,,,,-14.75,,,2025-01-01,2025-01-01,Asset,Cash and Bank,
2171369148439952380,2024-12-25,Shipping for CFL,UPS label,,14.75,,14.75,,Cash on Hand,,,,,,14.75,,,2025-01-01,2025-01-01,Expense,Operating Expense,
2171369404468656147,2024-12-25,Cash on Hand,UPS Label,,-14.75,,,14.75,Shipping for CFL,,,,,,-14.75,,,2025-01-01,2025-01-01,Asset,Cash and Bank,
2171369404468656147,2024-12-25,Shipping for CFL,UPS Label,,14.75,,14.75,,Cash on Hand,,,,,,14.75,,,2025-01-01,2025-01-01,Expense,Operating Expense,
2171369627387525240,2024-12-25,Cash on Hand,UPS Label,,-62.65,,,62.65,Shipping for CFL,,,,,,-62.65,,,2025-01-01,2025-01-01,Asset,Cash and Bank,
2171369627387525240,2024-12-25,Shipping for CFL,UPS Label,,62.65,,62.65,,Cash on Hand,,,,,,62.65,,,2025-01-01,2025-01-01,Expense,Operating Expense,
2171369849131989144,2024-12-25,Cash on Hand,UPS Label,,-62.65,,,62.65,Shipping for CFL,,,,,,-62.65,,,2025-01-01,2025-01-01,Asset,Cash and Bank,
2171369849131989144,2024-12-25,Shipping for CFL,UPS Label,,62.65,,62.65,,Cash on Hand,,,,,,62.65,,,2025-01-01,2025-01-01,Expense,Operating Expense,
2171370066455656620,2024-12-25,Cash on Hand,UPS Label,,-62.65,,,62.65,Shipping for CFL,,,,,,-62.65,,,2025-01-01,2025-01-01,Asset,Cash and Bank,
2171370066455656620,2024-12-25,Shipping for CFL,UPS Label,,62.65,,62.65,,Cash on Hand,,,,,,62.65,,,2025-01-01,2025-01-01,Expense,Operating Expense,
2171370334278744288,2024-12-27,Cash on Hand,BOCES,,6880.80,,6880.80,,BOCES,,,,,,6880.80,,,2025-01-01,2025-01-01,Asset,Cash and Bank,
2171370334278744288,2024-12-27,BOCES,BOCES,,6880.80,,,6880.80,Cash on Hand,,,,,,6880.80,,,2025-01-01,2025-01-01,Income,Income,BOC
2171370654866176275,2024-12-30,Cash on Hand,Rent,,-1500.00,,,1500.00,Rent Expense,,,,,,-1500.00,,,2025-01-01,2025-01-15,Asset,Cash and Bank,
2171370654866176275,2024-12-30,Rent Expense,Rent,,1500.00,,1500.00,,Cash on Hand,,,,,,1500.00,,,2025-01-01,2025-01-15,Expense,Operating Expense,
2172594747900787581,2025-01-03,Cash on Hand,3d Printer Filliment - Ink,,-26.25,,,26.25,Tools for classes,,,,,,-26.25,,,2025-01-03,2025-01-15,Asset,Cash and Bank,
2172594747900787581,2025-01-03,Tools for classes,3d Printer Filliment - Ink,,26.25,,26.25,,Cash on Hand,,,,,,26.25,,,2025-01-03,2025-01-15,Expense,Operating Expense,
2173333140490254627,2025-01-03,Cash on Hand,Compass Farm Charactoers,,-108.00,,,108.00,Advertising & Promotion,,,,,"Support to kids already attending our classes, and recruitment for additional students",-108.00,,,2025-01-04,2025-01-15,Asset,Cash and Bank,
2173333140490254627,2025-01-03,Advertising & Promotion,Compass Farm Charactoers,,108.00,,108.00,,Cash on Hand,,,,,"Support to kids already attending our classes, and recruitment for additional students",108.00,,,2025-01-04,2025-01-15,Expense,Operating Expense,
2174103655349844862,2025-01-04,Cash on Hand,Albertson's,,-93.05,,,93.05,Meals and Entertainment,,,,,,-93.05,,,2025-01-05,2025-01-15,Asset,Cash and Bank,
2174103655349844862,2025-01-04,Meals and Entertainment,Albertson's,,93.05,,93.05,,Cash on Hand,,,,,,93.05,,,2025-01-05,2025-01-15,Expense,Operating Expense,
2174104035513169956,2025-01-04,Cash on Hand,Amazon Purchase of Supplies,,-406.52,,,406.52,Computer – Hardware,,,,,"Chargers for laptops from CFL, Podcast equipment bundle and headphones for podcasting.",-406.52,,,2025-01-05,2025-01-15,Asset,Cash and Bank,
2174104035513169956,2025-01-04,Computer – Hardware,Amazon Purchase of Supplies,,406.52,,406.52,,Cash on Hand,,,,,"Chargers for laptops from CFL, Podcast equipment bundle and headphones for podcasting.",406.52,,,2025-01-05,2025-01-15,Expense,Operating Expense,
2174105335000824098,2025-01-04,Cash on Hand,Gift Card,,-40.00,,,40.00,Rewards for Students,,,,,Gift card for Capture the Flag prizes.,-40.00,,,2025-01-05,2025-01-15,Asset,Cash and Bank,
2174105335000824098,2025-01-04,Rewards for Students,Gift Card,,40.00,,40.00,,Cash on Hand,,,,,Gift card for Capture the Flag prizes.,40.00,,,2025-01-05,2025-01-15,Expense,Operating Expense,
2174106236004432393,2025-01-04,Cash on Hand,Loaf N Jug,,-34.99,,,34.99,Vehicle – Fuel,,,,,,-34.99,,,2025-01-05,2025-01-15,Asset,Cash and Bank,
2174106236004432393,2025-01-04,Vehicle – Fuel,Loaf N Jug,,34.99,,34.99,,Cash on Hand,,,,,,34.99,,,2025-01-05,2025-01-15,Expense,Operating Expense,
2174775139890199215,2025-01-05,Cash on Hand,7-11,,-23.85,,,23.85,Meals and Entertainment,,,,,Pizza for the Walsenburg class,-23.85,,,2025-01-06,2025-01-15,Asset,Cash and Bank,
2174775139890199215,2025-01-05,Meals and Entertainment,7-11,,23.85,,23.85,,Cash on Hand,,,,,Pizza for the Walsenburg class,23.85,,,2025-01-06,2025-01-15,Expense,Operating Expense,
2175498584315755380,2025-01-06,Cash on Hand,WIX,,-17.35,,,17.35,Computer – Hosting,,,,,,-17.35,,,2025-01-07,2025-01-15,Asset,Cash and Bank,
2175498584315755380,2025-01-06,Computer – Hosting,WIX,,17.35,,17.35,,Cash on Hand,,,,,,17.35,,,2025-01-07,2025-01-15,Expense,Operating Expense,
2177674382359493444,2025-01-10,Cash on Hand,Verizon Wireless,,-800.97,,,800.97,Telephone – Wireless,,,,,,-800.97,,,2025-01-10,2025-01-15,Asset,Cash and Bank,
2177674382359493444,2025-01-10,Telephone – Wireless,Verizon Wireless,,800.97,,800.97,,Cash on Hand,,,,,,800.97,,,2025-01-10,2025-01-15,Expense,Operating Expense,
2178478988664601003,2025-01-10,Cash on Hand,Food for Pueblo Class,,-20.95,,,20.95,Meals and Entertainment,,,,,,-20.95,,,2025-01-11,2025-01-15,Asset,Cash and Bank,
2178478988664601003,2025-01-10,Meals and Entertainment,Food for Pueblo Class,,20.95,,20.95,,Cash on Hand,,,,,,20.95,,,2025-01-11,2025-01-15,Expense,Operating Expense,
2178479387962341857,2025-01-10,Cash on Hand,Walmart,,-51.78,,,51.78,Meals and Entertainment,,,,,,-51.78,,,2025-01-11,2025-01-15,Asset,Cash and Bank,
2178479387962341857,2025-01-10,Meals and Entertainment,Walmart,,51.78,,51.78,,Cash on Hand,,,,,,51.78,,,2025-01-11,2025-01-15,Expense,Operating Expense,
2178478706203392339,2025-01-11,Cash on Hand,Loaf N Jug,,-38.02,,,38.02,Vehicle – Fuel,,,,,,-38.02,,,2025-01-11,2025-01-15,Asset,Cash and Bank,
2178478706203392339,2025-01-11,Vehicle – Fuel,Loaf N Jug,,38.02,,38.02,,Cash on Hand,,,,,,38.02,,,2025-01-11,2025-01-15,Expense,Operating Expense,
2179849186621618904,2025-01-12,Cash on Hand,Advertisement Booth At Wold Lodge,,-150.00,,,150.00,Advertising & Promotion,,,,,Booth Reservation for Homeschool Parents Expo,-150.00,,,2025-01-13,2025-01-13,Asset,Cash and Bank,
2179849186621618904,2025-01-12,Advertising & Promotion,Advertisement Booth At Wold Lodge,,150.00,,150.00,,Cash on Hand,,,,,Booth Reservation for Homeschool Parents Expo,150.00,,,2025-01-13,2025-01-13,Expense,Operating Expense,
2180575582822168747,2025-01-14,Cash on Hand,Colorado Secretary of State,,-404.24,,,404.24,Vehicle - Registration,,,,,,-404.24,,,2025-01-14,2025-01-14,Asset,Cash and Bank,
2180575582822168747,2025-01-14,Vehicle - Registration,Colorado Secretary of State,,404.24,,404.24,,Cash on Hand,,,,,,404.24,,,2025-01-14,2025-01-14,Expense,Operating Expense,
2181300040012757082,2025-01-14,Cash on Hand,Food for Pueblo Class,,-30.00,,,30.00,Meals and Entertainment,,,,,,-30.00,,,2025-01-15,2025-01-15,Asset,Cash and Bank,
2181300040012757082,2025-01-14,Meals and Entertainment,Food for Pueblo Class,,30.00,,30.00,,Cash on Hand,,,,,,30.00,,,2025-01-15,2025-01-15,Expense,Operating Expense,
2181300377251575938,2025-01-15,Cash on Hand,Identigo,,-56.00,,,56.00,Professional Fees,,,,,Fingerprinting - John,-56.00,,,2025-01-15,2025-01-15,Asset,Cash and Bank,
2181300377251575938,2025-01-15,Professional Fees,Identigo,,56.00,,56.00,,Cash on Hand,,,,,Fingerprinting - John,56.00,,,2025-01-15,2025-01-15,Expense,Operating Expense,
2182020253020682442,2025-01-15,Cash on Hand,Walmart,,-16.78,,,16.78,Meals and Entertainment,,,,,Snacks for the Students in the Springs,-16.78,,,2025-01-16,2025-01-16,Asset,Cash and Bank,
2182020253020682442,2025-01-15,Meals and Entertainment,Walmart,,16.78,,16.78,,Cash on Hand,,,,,Snacks for the Students in the Springs,16.78,,,2025-01-16,2025-01-16,Expense,Operating Expense,
2182019535593371820,2025-01-16,Cash on Hand,SECOM,,-64.95,,,64.95,Computer – Internet,,,,,,-64.95,,,2025-01-16,2025-01-16,Asset,Cash and Bank,
2182019535593371820,2025-01-16,Computer – Internet,SECOM,,64.95,,64.95,,Cash on Hand,,,,,,64.95,,,2025-01-16,2025-01-16,Expense,Operating Expense,
2182019860349941947,2025-01-16,Cash on Hand,San Isabel Electric,,-110.56,,,110.56,Utilities,,,,,Electric Bill,-110.56,,,2025-01-16,2025-01-16,Asset,Cash and Bank,
2182019860349941947,2025-01-16,Utilities,San Isabel Electric,,110.56,,110.56,,Cash on Hand,,,,,Electric Bill,110.56,,,2025-01-16,2025-01-16,Expense,Operating Expense,
2183521913685506896,2025-01-17,Cash on Hand,MakeStickers,,-66.80,,,66.80,Advertising & Promotion,,,,,Stickers with logo for promotions,-66.80,,,2025-01-18,2025-01-18,Asset,Cash and Bank,
2183521913685506896,2025-01-17,Advertising & Promotion,MakeStickers,,66.80,,66.80,,Cash on Hand,,,,,Stickers with logo for promotions,66.80,,,2025-01-18,2025-01-18,Expense,Operating Expense,
2183523404550863556,2025-01-17,Cash on Hand,J & M Solutions,,-2000.00,,,2000.00,Payment for Teaching Services,,,,,,-2000.00,,,2025-01-18,2025-01-18,Asset,Cash and Bank,
2183523404550863556,2025-01-17,Payment for Teaching Services,J & M Solutions,,2000.00,,2000.00,,Cash on Hand,,,,,,2000.00,,,2025-01-18,2025-01-18,Expense,Operating Expense,
2183524032295566111,2025-01-17,Cash on Hand,Food for Centennial,,-20.96,,,20.96,Meals and Entertainment,,,,,,-20.96,,,2025-01-18,2025-01-18,Asset,Cash and Bank,
2183524032295566111,2025-01-17,Meals and Entertainment,Food for Centennial,,20.96,,20.96,,Cash on Hand,,,,,,20.96,,,2025-01-18,2025-01-18,Expense,Operating Expense,
2183524393030875977,2025-01-17,Cash on Hand,Sam's Club,,-84.38,,,84.38,Meals and Entertainment,,,,,Soft drinks and snacks for the students,-84.38,,,2025-01-18,2025-01-18,Asset,Cash and Bank,
2183524393030875977,2025-01-17,Meals and Entertainment,Sam's Club,,84.38,,84.38,,Cash on Hand,,,,,Soft drinks and snacks for the students,84.38,,,2025-01-18,2025-01-18,Expense,Operating Expense,
2183524831327255407,2025-01-17,Cash on Hand,Sam's Club Gas Station,,-32.50,,,32.50,Vehicle – Fuel,,,,,,-32.50,,,2025-01-18,2025-01-18,Asset,Cash and Bank,
2183524831327255407,2025-01-17,Vehicle – Fuel,Sam's Club Gas Station,,32.50,,32.50,,Cash on Hand,,,,,,32.50,,,2025-01-18,2025-01-18,Expense,Operating Expense,
2183521592275991355,2025-01-18,Cash on Hand,City of Walsenburg,,-343.14,,,343.14,Utilities,,,,,Gas and water,-343.14,,,2025-01-18,2025-01-18,Asset,Cash and Bank,
2183521592275991355,2025-01-18,Utilities,City of Walsenburg,,343.14,,343.14,,Cash on Hand,,,,,Gas and water,343.14,,,2025-01-18,2025-01-18,Expense,Operating Expense,
2184242461927372812,2025-01-19,Cash on Hand,Colorado Dept of Education,,-93.60,,,93.60,License Fee,,,,,John's Teacher License renewal,-93.60,,,2025-01-19,2025-01-19,Asset,Cash and Bank,
2184242461927372812,2025-01-19,License Fee,Colorado Dept of Education,,93.60,,93.60,,Cash on Hand,,,,,John's Teacher License renewal,93.60,,,2025-01-19,2025-01-19,Expense,Operating Expense,
2184925728729037573,2025-01-19,Cash on Hand,Amazon Marketplace,,-103.52,,,103.52,Computer – Hardware,,,,,Battery for laptop and memory,-103.52,,,2025-01-20,2025-01-20,Asset,Cash and Bank,
2184925728729037573,2025-01-19,Computer – Hardware,Amazon Marketplace,,103.52,,103.52,,Cash on Hand,,,,,Battery for laptop and memory,103.52,,,2025-01-20,2025-01-20,Expense,Operating Expense,
2185648670047828209,2025-01-20,Cash on Hand,PC Name Tag,,-264.22,,,264.22,Advertising & Promotion,,,,,Lanyards for conferences etc,-264.22,,,2025-01-21,2025-01-21,Asset,Cash and Bank,
2185648670047828209,2025-01-20,Advertising & Promotion,PC Name Tag,,264.22,,264.22,,Cash on Hand,,,,,Lanyards for conferences etc,264.22,,,2025-01-21,2025-01-21,Expense,Operating Expense,
2186370787739531829,2025-01-21,Cash on Hand,Staples,,-79.52,,,79.52,Advertising & Promotion,,,,,Flyers for School Choice Conference,-79.52,,,2025-01-22,2025-01-22,Asset,Cash and Bank,
2186370787739531829,2025-01-21,Advertising & Promotion,Staples,,79.52,,79.52,,Cash on Hand,,,,,Flyers for School Choice Conference,79.52,,,2025-01-22,2025-01-22,Expense,Operating Expense,
2187097556377499719,2025-01-22,Cash on Hand,WIX,,-228.00,,,228.00,Computer – Hosting,,,,,,-228.00,,,2025-01-23,2025-01-23,Asset,Cash and Bank,
2187097556377499719,2025-01-22,Computer – Hosting,WIX,,228.00,,228.00,,Cash on Hand,,,,,,228.00,,,2025-01-23,2025-01-23,Expense,Operating Expense,
2187097888667040304,2025-01-22,Cash on Hand,Walmart,,-67.89,,,67.89,Meals and Entertainment,,,,,Snacks,-67.89,,,2025-01-23,2025-01-23,Asset,Cash and Bank,
2187097888667040304,2025-01-22,Meals and Entertainment,Walmart,,67.89,,67.89,,Cash on Hand,,,,,Snacks,67.89,,,2025-01-23,2025-01-23,Expense,Operating Expense,
2188562709560260618,2025-01-24,Cash on Hand,Maverick in Pueblo,,-32.00,,,32.00,Vehicle – Fuel,,,,,,-32.00,,,2025-01-25,2025-01-25,Asset,Cash and Bank,
2188562709560260618,2025-01-24,Vehicle – Fuel,Maverick in Pueblo,,32.00,,32.00,,Cash on Hand,,,,,,32.00,,,2025-01-25,2025-01-25,Expense,Operating Expense,
2188562997180463162,2025-01-24,Cash on Hand,Progressive,,-2275.20,,,2275.20,Insurance – Vehicles,,,,,1 yr premium,-2275.20,,,2025-01-25,2025-01-25,Asset,Cash and Bank,
2188562997180463162,2025-01-24,Insurance – Vehicles,Progressive,,2275.20,,2275.20,,Cash on Hand,,,,,1 yr premium,2275.20,,,2025-01-25,2025-01-25,Expense,Operating Expense,
2188563738632747160,2025-01-24,Cash on Hand,Staples,,-21.24,,,21.24,Office Supplies,,,,,Display holders for confrences,-21.24,,,2025-01-25,2025-01-25,Asset,Cash and Bank,
2188563738632747160,2025-01-24,Office Supplies,Staples,,21.24,,21.24,,Cash on Hand,,,,,Display holders for confrences,21.24,,,2025-01-25,2025-01-25,Expense,Operating Expense,
2188564111607036120,2025-01-24,Cash on Hand,Staples,,-58.09,,,58.09,Office Supplies,,,,,Display holders for confrences,-58.09,,,2025-01-25,2025-01-25,Asset,Cash and Bank,
2188564111607036120,2025-01-24,Office Supplies,Staples,,58.09,,58.09,,Cash on Hand,,,,,Display holders for confrences,58.09,,,2025-01-25,2025-01-25,Expense,Operating Expense,
2189306899701266616,2025-01-25,Cash on Hand,Dunkin Doughnuts,,-6.96,,,6.96,Meals and Entertainment,,,,,Coffee for conference,-6.96,,,2025-01-26,2025-01-26,Asset,Cash and Bank,
2189306899701266616,2025-01-25,Meals and Entertainment,Dunkin Doughnuts,,6.96,,6.96,,Cash on Hand,,,,,Coffee for conference,6.96,,,2025-01-26,2025-01-26,Expense,Operating Expense,
2189997539502160506,2025-01-26,Cash on Hand,Dollar General,,-20.72,,,20.72,Meals and Entertainment,,,,,Snacks for Walsenburg Class,-20.72,,,2025-01-27,2025-01-27,Asset,Cash and Bank,
2189997539502160506,2025-01-26,Meals and Entertainment,Dollar General,,20.72,,20.72,,Cash on Hand,,,,,Snacks for Walsenburg Class,20.72,,,2025-01-27,2025-01-27,Expense,Operating Expense,
2191445415600159588,2025-01-28,Cash on Hand,Love's outside Walsenburg,,-33.00,,,33.00,Vehicle – Fuel,,,,,,-33.00,,,2025-01-29,2025-01-29,Asset,Cash and Bank,
2191445415600159588,2025-01-28,Vehicle – Fuel,Love's outside Walsenburg,,33.00,,33.00,,Cash on Hand,,,,,,33.00,,,2025-01-29,2025-01-29,Expense,Operating Expense,
2191445730105850767,2025-01-28,Cash on Hand,National Cyber League,,-350.00,,,350.00,League Entry Fees,,,,,,-350.00,,,2025-01-29,2025-01-29,Asset,Cash and Bank,
2191445730105850767,2025-01-28,League Entry Fees,National Cyber League,,350.00,,350.00,,Cash on Hand,,,,,,350.00,,,2025-01-29,2025-01-29,Expense,Operating Expense,
2191446073241861104,2025-01-28,Cash on Hand,Food for Pueblo Class,,-30.86,,,30.86,Meals and Entertainment,,,,,,-30.86,,,2025-01-29,2025-01-29,Asset,Cash and Bank,
2191446073241861104,2025-01-28,Meals and Entertainment,Food for Pueblo Class,,30.86,,30.86,,Cash on Hand,,,,,,30.86,,,2025-01-29,2025-01-29,Expense,Operating Expense,
2191446471415527486,2025-01-28,Cash on Hand,BOCES,,6852.64,,6852.64,,BOCES,,,,,,6852.64,,,2025-01-29,2025-01-29,Asset,Cash and Bank,
2191446471415527486,2025-01-28,BOCES,BOCES,,6852.64,,,6852.64,Cash on Hand,,,,,,6852.64,,,2025-01-29,2025-01-29,Income,Income,BOC
2192174177623046450,2025-01-29,Cash on Hand,Battelle Grant,,20000.00,,20000.00,,Battelle,,,,,,20000.00,,,2025-01-30,2025-01-30,Asset,Cash and Bank,
2192174177623046450,2025-01-29,Battelle,Battelle Grant,,20000.00,,,20000.00,Cash on Hand,,,,,,20000.00,,,2025-01-30,2025-01-30,Income,Income,
2192175087292086686,2025-01-29,Cash on Hand,Papa's Restaurant,,-107.39,,,107.39,Field Trip,,,,,Food for field trip,-107.39,,,2025-01-30,2025-01-31,Asset,Cash and Bank,
2192175087292086686,2025-01-29,Field Trip,Papa's Restaurant,,107.39,,107.39,,Cash on Hand,,,,,Food for field trip,107.39,,,2025-01-30,2025-01-31,Expense,Operating Expense,
2192897484223773481,2025-01-30,Cash on Hand,Rent,,-1500.00,,,1500.00,Rent Expense,,,,,,-1500.00,,,2025-01-31,2025-01-31,Asset,Cash and Bank,
2192897484223773481,2025-01-30,Rent Expense,Rent,,1500.00,,1500.00,,Cash on Hand,,,,,,1500.00,,,2025-01-31,2025-01-31,Expense,Operating Expense,
2193657652381318003,2025-01-31,Cash on Hand,Walmart,,-22.48,,,22.48,Meals and Entertainment,,,,,Snacks and drinks for Pueblo Centennial Class,-22.48,,,2025-02-01,2025-02-01,Asset,Cash and Bank,
2193657652381318003,2025-01-31,Meals and Entertainment,Walmart,,22.48,,22.48,,Cash on Hand,,,,,Snacks and drinks for Pueblo Centennial Class,22.48,,,2025-02-01,2025-02-01,Expense,Operating Expense,
2193657131759139646,2025-02-01,Cash on Hand,VIOC - Valvoline Instant Oil Change,,-94.99,,,94.99,Vehicle – Repairs & Maintenance,,,,,Regular Service - OIl Change,-94.99,,,2025-02-01,2025-03-22,Asset,Cash and Bank,
2193657131759139646,2025-02-01,Vehicle – Repairs & Maintenance,VIOC - Valvoline Instant Oil Change,,94.99,,94.99,,Cash on Hand,,,,,Regular Service - OIl Change,94.99,,,2025-02-01,2025-03-22,Expense,Operating Expense,
2194392674671360109,2025-02-01,Cash on Hand,Amazon - Test Drone or Robot,,-14.11,,,14.11,Summer Camp 2025,,,,,Paper for Camps,-14.11,,,2025-02-02,2025-03-22,Asset,Cash and Bank,
2194392674671360109,2025-02-01,Summer Camp 2025,Amazon - Test Drone or Robot,,14.11,,14.11,,Cash on Hand,,,,,Paper for Camps,14.11,,,2025-02-02,2025-03-22,Expense,Operating Expense,
2195070130927532369,2025-02-02,Cash on Hand,7-11,,-22.85,,,22.85,Meals and Entertainment,,,,,Food for Walsenburg Class,-22.85,,,2025-02-03,2025-03-22,Asset,Cash and Bank,
2195070130927532369,2025-02-02,Meals and Entertainment,7-11,,22.85,,22.85,,Cash on Hand,,,,,Food for Walsenburg Class,22.85,,,2025-02-03,2025-03-22,Expense,Operating Expense,
2195784351902431826,2025-02-03,Cash on Hand,First Choice,,-14.95,,,14.95,Meals and Entertainment,,,,,Snacks for classes.,-14.95,,,2025-02-04,2025-03-22,Asset,Cash and Bank,
2195784351902431826,2025-02-03,Meals and Entertainment,First Choice,,14.95,,14.95,,Cash on Hand,,,,,Snacks for classes.,14.95,,,2025-02-04,2025-03-22,Expense,Operating Expense,
2195784680115108466,2025-02-03,Cash on Hand,Dollar General,,-10.00,,,10.00,Office Supplies,,,,,Paper for camp,-10.00,,,2025-02-04,2025-03-22,Asset,Cash and Bank,
2195784680115108466,2025-02-03,Office Supplies,Dollar General,,10.00,,10.00,,Cash on Hand,,,,,Paper for camp,10.00,,,2025-02-04,2025-03-22,Expense,Operating Expense,
2195784340879800909,2025-02-04,Cash on Hand,Loaf N Jug,,-32.76,,,32.76,Vehicle – Fuel,,,,,,-32.76,,,2025-02-04,2025-03-22,Asset,Cash and Bank,
2195784340879800909,2025-02-04,Vehicle – Fuel,Loaf N Jug,,32.76,,32.76,,Cash on Hand,,,,,,32.76,,,2025-02-04,2025-03-22,Expense,Operating Expense,
2196522203636398468,2025-02-04,Cash on Hand,Cash Withdrawal,,-200.00,,,200.00,Field Trip,,,,,,-200.00,,,2025-02-05,2025-03-22,Asset,Cash and Bank,
2196522203636398468,2025-02-04,Field Trip,Cash Withdrawal,,200.00,,200.00,,Cash on Hand,,,,,,200.00,,,2025-02-05,2025-03-22,Expense,Operating Expense,
2196522685092166120,2025-02-04,Cash on Hand,Refund on taxes from EchoPark,,545.04,,545.04,,Vehicle - Registration,,,,,,545.04,,,2025-02-05,2025-03-22,Asset,Cash and Bank,
2196522685092166120,2025-02-04,Vehicle - Registration,Refund on taxes from EchoPark,,-545.04,,,545.04,Cash on Hand,,,,,,-545.04,,,2025-02-05,2025-03-22,Expense,Operating Expense,
2196523554906929979,2025-02-04,Cash on Hand,PO Box 497 Pueblo,,-30.86,,,30.86,Meals and Entertainment,,,,,Food for Pueblo Kids,-30.86,,,2025-02-05,2025-03-22,Asset,Cash and Bank,
2196523554906929979,2025-02-04,Meals and Entertainment,PO Box 497 Pueblo,,30.86,,30.86,,Cash on Hand,,,,,Food for Pueblo Kids,30.86,,,2025-02-05,2025-03-22,Expense,Operating Expense,
2196524020768275329,2025-02-04,Cash on Hand,School Choice,,100.00,,100.00,,Education & Training,,,,,,100.00,,,2025-02-05,2025-03-22,Asset,Cash and Bank,
2196524020768275329,2025-02-04,Education & Training,School Choice,,-100.00,,,100.00,Cash on Hand,,,,,,-100.00,,,2025-02-05,2025-03-22,Expense,Operating Expense,
