Transaction ID,Transaction Date,Account Name,Transaction Description,Transaction Line Description,Amount (One column), ,Debit Amount (Two Column Approach),Credit Amount (Two Column Approach),Other Accounts for this Transaction,Customer,Vendor,Invoice Number,Bill Number,Notes / Memo,Amount Before Sales Tax,Sales Tax Amount,Sales Tax Name,Transaction Date Added,Transaction Date Last Modified,Account Group,Account Type,Account ID
436770765291937472,2018-06-13,Buy Back Guarentee,Visa Check INTERNACHI xxx-xxx6214 CO 06/12/18 Card 6271,Visa Check INTERNACHI xxx-xxx6214 CO 06/12/18 Card 6271,5.00,,5.00,,S09 - Free Business Checking,,,,,,5.00,,,2018-06-14,2018-07-04,Expense,Operating Expense,
436770773412110025,2018-06-13,S09 - Free Business Checking,Visa Check INTERNACHI xxx-xxx6214 CO 06/12/18 Card 6271,Visa Check INTERNACHI xxx-xxx6214 CO 06/12/18 Card 6271,-5.00,,,5.00,Buy Back Guarentee,,,,,,-5.00,,,2018-06-14,2018-07-04,Asset,Cash and Bank,Checking
436770773412110025,2018-06-13,Buy Back Guarentee,Visa Check INTERNACHI xxx-xxx6214 CO 06/12/18 Card 6271,Visa Check INTERNACHI xxx-xxx6214 CO 06/12/18 Card 6271,5.00,,5.00,,S09 - Free Business Checking,,,,,,5.00,,,2018-06-14,2018-07-04,Expense,Operating Expense,
436770777161817810,2018-06-13,S09 - Free Business Checking,Deposit Bulk Checks 675.00 Bulk Check Count 2 Bulk Deposit Number xxx0781,Deposit Bulk Checks 675.00 Bulk Check Count 2 Bulk Deposit Number xxx0781,675.00,,675.00,,"Home Inspection, Mold Testing",,,,,,675.00,,,2018-06-14,2018-07-04,Asset,Cash and Bank,Checking
436770777161817810,2018-06-13,Home Inspection,Deposit Bulk Checks 675.00 Bulk Check Count 2 Bulk Deposit Number xxx0781,Deposit Bulk Checks 675.00 Bulk Check Count 2 Bulk Deposit Number xxx0781,275.00,,,275.00,"Mold Testing, S09 - Free Business Checking",,,,,,275.00,,,2018-06-14,2018-07-04,Income,Income,
436770777161817810,2018-06-13,Home Inspection,Deposit Bulk Checks 675.00 Bulk Check Count 2 Bulk Deposit Number xxx0781,Deposit Bulk Checks 675.00 Bulk Check Count 2 Bulk Deposit Number xxx0781,300.00,,,300.00,"Mold Testing, S09 - Free Business Checking",,,,,,300.00,,,2018-06-14,2018-07-04,Income,Income,
436770777161817810,2018-06-13,Mold Testing,Deposit Bulk Checks 675.00 Bulk Check Count 2 Bulk Deposit Number xxx0781,Deposit Bulk Checks 675.00 Bulk Check Count 2 Bulk Deposit Number xxx0781,100.00,,,100.00,"Home Inspection, S09 - Free Business Checking",,,,,,100.00,,,2018-06-14,2018-07-04,Income,Income,
436770780768919261,2018-06-13,S09 - Free Business Checking,Visa Check ISN/CLOUD INSPEECT xxx-xxx2449 NV 06/12/18 Card 6271,Visa Check ISN/CLOUD INSPEECT xxx-xxx2449 NV 06/12/18 Card 6271,-60.00,,,60.00,ISN/Cloud Inspect,,,,,,-60.00,,,2018-06-14,2018-07-04,Asset,Cash and Bank,Checking
436770780768919261,2018-06-13,ISN/Cloud Inspect,Visa Check ISN/CLOUD INSPEECT xxx-xxx2449 NV 06/12/18 Card 6271,Visa Check ISN/CLOUD INSPEECT xxx-xxx2449 NV 06/12/18 Card 6271,60.00,,60.00,,S09 - Free Business Checking,,,,,,60.00,,,2018-06-14,2018-07-04,Expense,Operating Expense,
436770784225025766,2018-06-13,S09 - Free Business Checking,Check #1220 Withdrawal,Check #1220 Withdrawal,-253.09,,,253.09,Vehicle - Tags,,,,,,-253.09,,,2018-06-14,2018-07-04,Asset,Cash and Bank,Checking
436770784225025766,2018-06-13,Vehicle - Tags,Check #1220 Withdrawal,Check #1220 Withdrawal,253.09,,253.09,,S09 - Free Business Checking,,,,,,253.09,,,2018-06-14,2018-07-04,Expense,Operating Expense,
436770793100173039,2018-06-13,S09 - Free Business Checking,Cash Withdrawal,Cash Withdrawal,-750.00,,,750.00,Owner Investment / Drawings,,,,,,-750.00,,,2018-06-14,2018-07-04,Asset,Cash and Bank,Checking
436770793100173039,2018-06-13,Owner Investment / Drawings,Cash Withdrawal,Cash Withdrawal,-750.00,,750.00,,S09 - Free Business Checking,,,,,,-750.00,,,2018-06-14,2018-07-04,Equity,Business Owner Contribution and Drawing,
436770755972193962,2018-06-14,S09 - Free Business Checking,GLOBAL PAYMENTS : GLOBAL DEP : xxxxxx1406,GLOBAL PAYMENTS : GLOBAL DEP : xxxxxx1406,300.00,,300.00,,Home Inspection,,,,,,300.00,,,2018-06-14,2018-07-04,Asset,Cash and Bank,Checking
436770755972193962,2018-06-14,Home Inspection,GLOBAL PAYMENTS : GLOBAL DEP : xxxxxx1406,GLOBAL PAYMENTS : GLOBAL DEP : xxxxxx1406,300.00,,,300.00,S09 - Free Business Checking,,,,,,300.00,,,2018-06-14,2018-07-04,Income,Income,
437499690255147007,2018-06-14,S09 - Free Business Checking,Visa Check LOAF N JUG #0024 COLORADO CITY CO 06/14/18 Card 6271,Visa Check LOAF N JUG #0024 COLORADO CITY CO 06/14/18 Card 6271,-20.88,,,20.88,Mt Dew and Cigs,,,,,,-20.88,,,2018-06-15,2018-07-04,Asset,Cash and Bank,Checking
437499690255147007,2018-06-14,Mt Dew and Cigs,Visa Check LOAF N JUG #0024 COLORADO CITY CO 06/14/18 Card 6271,Visa Check LOAF N JUG #0024 COLORADO CITY CO 06/14/18 Card 6271,20.88,,20.88,,S09 - Free Business Checking,,,,,,20.88,,,2018-06-15,2018-07-04,Expense,Operating Expense,
437499694239734794,2018-06-14,S09 - Free Business Checking,Visa Check LOAF N JUG #0024 COLORADO CITY CO 06/14/18 Card 6271,Visa Check LOAF N JUG #0024 COLORADO CITY CO 06/14/18 Card 6271,-60.76,,,60.76,Vehicle – Fuel,,,,,,-60.76,,,2018-06-15,2018-07-04,Asset,Cash and Bank,Checking
437499694239734794,2018-06-14,Vehicle – Fuel,Visa Check LOAF N JUG #0024 COLORADO CITY CO 06/14/18 Card 6271,Visa Check LOAF N JUG #0024 COLORADO CITY CO 06/14/18 Card 6271,60.76,,60.76,,S09 - Free Business Checking,,,,,,60.76,,,2018-06-15,2018-07-04,Expense,Operating Expense,
438200072082054729,2018-06-15,S09 - Free Business Checking,Visa Check INTERNACHI xxx-xxx6214 CO 06/14/18 Card 6271,Visa Check INTERNACHI xxx-xxx6214 CO 06/14/18 Card 6271,-5.00,,,5.00,Buy Back Guarentee,,,,,,-5.00,,,2018-06-16,2018-07-04,Asset,Cash and Bank,Checking
438200072082054729,2018-06-15,Buy Back Guarentee,Visa Check INTERNACHI xxx-xxx6214 CO 06/14/18 Card 6271,Visa Check INTERNACHI xxx-xxx6214 CO 06/14/18 Card 6271,5.00,,5.00,,S09 - Free Business Checking,,,,,,5.00,,,2018-06-16,2018-07-04,Expense,Operating Expense,
438200076418965076,2018-06-15,S09 - Free Business Checking,Visa Check PUEBLO DCJR MK PUEBLO CO 06/14/18 Card 6271,Visa Check PUEBLO DCJR MK PUEBLO CO 06/14/18 Card 6271,-58.15,,,58.15,Vehicle – Repairs & Maintenance,,,,,,-58.15,,,2018-06-16,2018-07-04,Asset,Cash and Bank,Checking
438200076418965076,2018-06-15,Vehicle – Repairs & Maintenance,Visa Check PUEBLO DCJR MK PUEBLO CO 06/14/18 Card 6271,Visa Check PUEBLO DCJR MK PUEBLO CO 06/14/18 Card 6271,58.15,,58.15,,S09 - Free Business Checking,,,,,,58.15,,,2018-06-16,2018-07-04,Expense,Operating Expense,
439631432495684928,2018-06-16,S09 - Free Business Checking,Visa Check LOAF N JUG #0024 COLORADO CITY CO 06/16/18 Card 6271,Visa Check LOAF N JUG #0024 COLORADO CITY CO 06/16/18 Card 6271,-17.38,,,17.38,Mt Dew and Cigs,,,,,,-17.38,,,2018-06-18,2018-07-04,Asset,Cash and Bank,Checking
439631432495684928,2018-06-16,Mt Dew and Cigs,Visa Check LOAF N JUG #0024 COLORADO CITY CO 06/16/18 Card 6271,Visa Check LOAF N JUG #0024 COLORADO CITY CO 06/16/18 Card 6271,17.38,,17.38,,S09 - Free Business Checking,,,,,,17.38,,,2018-06-18,2018-07-04,Expense,Operating Expense,
439631436908092747,2018-06-16,S09 - Free Business Checking,Visa Check LOAF N JUG #0024 COLORADO CITY CO 06/16/18 Card 6271,Visa Check LOAF N JUG #0024 COLORADO CITY CO 06/16/18 Card 6271,-25.00,,,25.00,Vehicle – Fuel,,,,,,-25.00,,,2018-06-18,2018-07-04,Asset,Cash and Bank,Checking
439631436908092747,2018-06-16,Vehicle – Fuel,Visa Check LOAF N JUG #0024 COLORADO CITY CO 06/16/18 Card 6271,Visa Check LOAF N JUG #0024 COLORADO CITY CO 06/16/18 Card 6271,25.00,,25.00,,S09 - Free Business Checking,,,,,,25.00,,,2018-06-18,2018-07-04,Expense,Operating Expense,
439631441370832212,2018-06-16,S09 - Free Business Checking,#xxxxxxxx5258 SEI xxxxx 4695 20TH ST US GREELEY CO Card 6271,#xxxxxxxx5258 SEI xxxxx 4695 20TH ST US GREELEY CO Card 6271,-20.00,,,20.00,Vehicle – Fuel,,,,,,-20.00,,,2018-06-18,2018-07-04,Asset,Cash and Bank,Checking
439631441370832212,2018-06-16,Vehicle – Fuel,#xxxxxxxx5258 SEI xxxxx 4695 20TH ST US GREELEY CO Card 6271,#xxxxxxxx5258 SEI xxxxx 4695 20TH ST US GREELEY CO Card 6271,20.00,,20.00,,S09 - Free Business Checking,,,,,,20.00,,,2018-06-18,2018-07-04,Expense,Operating Expense,
439631447695842653,2018-06-16,S09 - Free Business Checking,#xxxxxxxx7887 UNITED PACIFIC x 7680 PENA BLVD US DENVER CO Card 6271,#xxxxxxxx7887 UNITED PACIFIC x 7680 PENA BLVD US DENVER CO Card 6271,-9.24,,,9.24,Vehicle – Repairs & Maintenance,,,,,,-9.24,,,2018-06-18,2018-07-04,Asset,Cash and Bank,Checking
439631447695842653,2018-06-16,Vehicle – Repairs & Maintenance,#xxxxxxxx7887 UNITED PACIFIC x 7680 PENA BLVD US DENVER CO Card 6271,#xxxxxxxx7887 UNITED PACIFIC x 7680 PENA BLVD US DENVER CO Card 6271,9.24,,9.24,,S09 - Free Business Checking,,,,,,9.24,,,2018-06-18,2018-07-04,Expense,Operating Expense,
439631424845274412,2018-06-17,S09 - Free Business Checking,Visa Check LOAF N JUG #0024 COLORADO CITY CO 06/17/18 Card 6271,Visa Check LOAF N JUG #0024 COLORADO CITY CO 06/17/18 Card 6271,-4.19,,,4.19,Meals and Entertainment,,,,,,-4.19,,,2018-06-18,2018-07-04,Asset,Cash and Bank,Checking
439631424845274412,2018-06-17,Meals and Entertainment,Visa Check LOAF N JUG #0024 COLORADO CITY CO 06/17/18 Card 6271,Visa Check LOAF N JUG #0024 COLORADO CITY CO 06/17/18 Card 6271,4.19,,4.19,,S09 - Free Business Checking,,,,,,4.19,,,2018-06-18,2018-07-04,Expense,Operating Expense,
439631428578204983,2018-06-17,S09 - Free Business Checking,Visa Check INTERNACHI xxx-xxx6214 CO 06/15/18 Card 6271,Visa Check INTERNACHI xxx-xxx6214 CO 06/15/18 Card 6271,-5.00,,,5.00,Buy Back Guarentee,,,,,,-5.00,,,2018-06-18,2018-07-04,Asset,Cash and Bank,Checking
439631428578204983,2018-06-17,Buy Back Guarentee,Visa Check INTERNACHI xxx-xxx6214 CO 06/15/18 Card 6271,Visa Check INTERNACHI xxx-xxx6214 CO 06/15/18 Card 6271,5.00,,5.00,,S09 - Free Business Checking,,,,,,5.00,,,2018-06-18,2018-07-04,Expense,Operating Expense,
440401780740742989,2018-06-18,S09 - Free Business Checking,PAYPAL : INST XFER : PAYPALSI77,PAYPAL : INST XFER : PAYPALSI77,-20.00,,,20.00,HIP,,,,,,-20.00,,,2018-06-19,2018-07-04,Asset,Cash and Bank,Checking
440401780740742989,2018-06-18,HIP,PAYPAL : INST XFER : PAYPALSI77,PAYPAL : INST XFER : PAYPALSI77,20.00,,20.00,,S09 - Free Business Checking,,,,,,20.00,,,2018-06-19,2018-07-04,Expense,Operating Expense,
440401767293804332,2018-06-19,S09 - Free Business Checking,GLOBAL PAYMENTS : GLOBAL DEP : xxxxxx1406,GLOBAL PAYMENTS : GLOBAL DEP : xxxxxx1406,300.00,,300.00,,Home Inspection,,,,,,300.00,,,2018-06-19,2018-07-04,Asset,Cash and Bank,Checking
440401767293804332,2018-06-19,Home Inspection,GLOBAL PAYMENTS : GLOBAL DEP : xxxxxx1406,GLOBAL PAYMENTS : GLOBAL DEP : xxxxxx1406,300.00,,,300.00,S09 - Free Business Checking,,,,,,300.00,,,2018-06-19,2018-07-04,Income,Income,
440401771471331127,2018-06-19,S09 - Free Business Checking,Visa Check PHILLIPS 66 - MINIT MART WALSENBURG CO 06/18/18 Card 6271,Visa Check PHILLIPS 66 - MINIT MART WALSENBURG CO 06/18/18 Card 6271,-37.00,,,37.00,Vehicle – Fuel,,,,,,-37.00,,,2018-06-19,2018-07-04,Asset,Cash and Bank,Checking
440401771471331127,2018-06-19,Vehicle – Fuel,Visa Check PHILLIPS 66 - MINIT MART WALSENBURG CO 06/18/18 Card 6271,Visa Check PHILLIPS 66 - MINIT MART WALSENBURG CO 06/18/18 Card 6271,37.00,,37.00,,S09 - Free Business Checking,,,,,,37.00,,,2018-06-19,2018-07-04,Expense,Operating Expense,
440401776387055426,2018-06-19,S09 - Free Business Checking,Visa Check LOAF N JUG #0024 COLORADO CITY CO 06/18/18 Card 6271,Visa Check LOAF N JUG #0024 COLORADO CITY CO 06/18/18 Card 6271,-21.01,,,21.01,Mt Dew and Cigs,,,,,,-21.01,,,2018-06-19,2018-07-04,Asset,Cash and Bank,Checking
440401776387055426,2018-06-19,Mt Dew and Cigs,Visa Check LOAF N JUG #0024 COLORADO CITY CO 06/18/18 Card 6271,Visa Check LOAF N JUG #0024 COLORADO CITY CO 06/18/18 Card 6271,21.01,,21.01,,S09 - Free Business Checking,,,,,,21.01,,,2018-06-19,2018-07-04,Expense,Operating Expense,
441847896464186911,2018-06-19,S09 - Free Business Checking,Visa Check PHILLIPS 66 - MINIT MART WALSENBURG CO 06/19/18 Card 6271,Visa Check PHILLIPS 66 - MINIT MART WALSENBURG CO 06/19/18 Card 6271,-5.80,,,5.80,Cigs,,,,,,-5.80,,,2018-06-21,2018-07-04,Asset,Cash and Bank,Checking
441847896464186911,2018-06-19,Cigs,Visa Check PHILLIPS 66 - MINIT MART WALSENBURG CO 06/19/18 Card 6271,Visa Check PHILLIPS 66 - MINIT MART WALSENBURG CO 06/19/18 Card 6271,5.80,,5.80,,S09 - Free Business Checking,,,,,,5.80,,,2018-06-21,2018-07-04,Expense,Operating Expense,
441847901128252968,2018-06-19,S09 - Free Business Checking,Visa Check LOAF N JUG #0024 COLORADO CITY CO 06/19/18 Card 6271,Visa Check LOAF N JUG #0024 COLORADO CITY CO 06/19/18 Card 6271,-7.01,,,7.01,Meals and Entertainment,,,,,,-7.01,,,2018-06-21,2018-07-04,Asset,Cash and Bank,Checking
441847901128252968,2018-06-19,Meals and Entertainment,Visa Check LOAF N JUG #0024 COLORADO CITY CO 06/19/18 Card 6271,Visa Check LOAF N JUG #0024 COLORADO CITY CO 06/19/18 Card 6271,7.01,,7.01,,S09 - Free Business Checking,,,,,,7.01,,,2018-06-21,2018-07-04,Expense,Operating Expense,
441847888050413067,2018-06-20,S09 - Free Business Checking,#xxxxxxxx0255 SAMS CLUB #6549 SAM'S Club PUEBLO CO Card 6271,#xxxxxxxx0255 SAMS CLUB #6549 SAM'S Club PUEBLO CO Card 6271,-61.00,,,61.00,Vehicle – Fuel,,,,,,-61.00,,,2018-06-21,2018-07-04,Asset,Cash and Bank,Checking
441847888050413067,2018-06-20,Vehicle – Fuel,#xxxxxxxx0255 SAMS CLUB #6549 SAM'S Club PUEBLO CO Card 6271,#xxxxxxxx0255 SAMS CLUB #6549 SAM'S Club PUEBLO CO Card 6271,61.00,,61.00,,S09 - Free Business Checking,,,,,,61.00,,,2018-06-21,2018-07-04,Expense,Operating Expense,
441847892278271510,2018-06-20,S09 - Free Business Checking,Visa Check FAMILY DOLLAR #8338 COLORADO CITY CO 06/19/18 Card 6271,Visa Check FAMILY DOLLAR #8338 COLORADO CITY CO 06/19/18 Card 6271,-9.35,,,9.35,Office Supplies,,,,,,-9.35,,,2018-06-21,2018-07-04,Asset,Cash and Bank,Checking
441847892278271510,2018-06-20,Office Supplies,Visa Check FAMILY DOLLAR #8338 COLORADO CITY CO 06/19/18 Card 6271,Visa Check FAMILY DOLLAR #8338 COLORADO CITY CO 06/19/18 Card 6271,9.35,,9.35,,S09 - Free Business Checking,,,,,,9.35,,,2018-06-21,2018-07-04,Expense,Operating Expense,
441847883797388800,2018-06-21,S09 - Free Business Checking,GLOBAL PAYMENTS : GLOBAL DEP : xxxxxx1406,GLOBAL PAYMENTS : GLOBAL DEP : xxxxxx1406,525.00,,525.00,,"Home Inspection, Mold Testing, RADON Testing",,,,,,525.00,,,2018-06-21,2018-07-04,Asset,Cash and Bank,Checking
441847883797388800,2018-06-21,Home Inspection,GLOBAL PAYMENTS : GLOBAL DEP : xxxxxx1406,GLOBAL PAYMENTS : GLOBAL DEP : xxxxxx1406,325.00,,,325.00,"Mold Testing, RADON Testing, S09 - Free Business Checking",,,,,,325.00,,,2018-06-21,2018-07-04,Income,Income,
441847883797388800,2018-06-21,Mold Testing,GLOBAL PAYMENTS : GLOBAL DEP : xxxxxx1406,GLOBAL PAYMENTS : GLOBAL DEP : xxxxxx1406,100.00,,,100.00,"Home Inspection, RADON Testing, S09 - Free Business Checking",,,,,,100.00,,,2018-06-21,2018-07-04,Income,Income,
441847883797388800,2018-06-21,RADON Testing,GLOBAL PAYMENTS : GLOBAL DEP : xxxxxx1406,GLOBAL PAYMENTS : GLOBAL DEP : xxxxxx1406,100.00,,,100.00,"Home Inspection, Mold Testing, S09 - Free Business Checking",,,,,,100.00,,,2018-06-21,2018-07-04,Income,Income,
443279075717439316,2018-06-21,S09 - Free Business Checking,Visa Check MCDONALD'S F2594 PUEBLO CO 06/20/18 Card 6271,Visa Check MCDONALD'S F2594 PUEBLO CO 06/20/18 Card 6271,-7.40,,,7.40,Meals and Entertainment,,,,,,-7.40,,,2018-06-23,2018-07-04,Asset,Cash and Bank,Checking
443279075717439316,2018-06-21,Meals and Entertainment,Visa Check MCDONALD'S F2594 PUEBLO CO 06/20/18 Card 6271,Visa Check MCDONALD'S F2594 PUEBLO CO 06/20/18 Card 6271,7.40,,7.40,,S09 - Free Business Checking,,,,,,7.40,,,2018-06-23,2018-07-04,Expense,Operating Expense,
443279080457002847,2018-06-21,S09 - Free Business Checking,Visa Check LOAF N JUG #0003 Q81 WALSENBURG CO 06/21/18 Card 6271,Visa Check LOAF N JUG #0003 Q81 WALSENBURG CO 06/21/18 Card 6271,-9.56,,,9.56,Cigs,,,,,,-9.56,,,2018-06-23,2018-07-04,Asset,Cash and Bank,Checking
443279080457002847,2018-06-21,Cigs,Visa Check LOAF N JUG #0003 Q81 WALSENBURG CO 06/21/18 Card 6271,Visa Check LOAF N JUG #0003 Q81 WALSENBURG CO 06/21/18 Card 6271,9.56,,9.56,,S09 - Free Business Checking,,,,,,9.56,,,2018-06-23,2018-07-04,Expense,Operating Expense,
443279085498556266,2018-06-21,S09 - Free Business Checking,Visa Check LOAF N JUG #0024 COLORADO CITY CO 06/21/18 Card 6271,Visa Check LOAF N JUG #0024 COLORADO CITY CO 06/21/18 Card 6271,-7.46,,,7.46,Mt Dew,,,,,,-7.46,,,2018-06-23,2018-07-04,Asset,Cash and Bank,Checking
443279085498556266,2018-06-21,Mt Dew,Visa Check LOAF N JUG #0024 COLORADO CITY CO 06/21/18 Card 6271,Visa Check LOAF N JUG #0024 COLORADO CITY CO 06/21/18 Card 6271,7.46,,7.46,,S09 - Free Business Checking,,,,,,7.46,,,2018-06-23,2018-07-04,Expense,Operating Expense,
443279091404136307,2018-06-21,S09 - Free Business Checking,Visa Check VISTAPR*VistaPrint.com xxx-xxx6743 MA 06/21/18 Card 6271,Visa Check VISTAPR*VistaPrint.com xxx-xxx6743 MA 06/21/18 Card 6271,-73.76,,,73.76,Advertisemet,,,,,,-73.76,,,2018-06-23,2018-07-04,Asset,Cash and Bank,Checking
443279091404136307,2018-06-21,Advertisemet,Visa Check VISTAPR*VistaPrint.com xxx-xxx6743 MA 06/21/18 Card 6271,Visa Check VISTAPR*VistaPrint.com xxx-xxx6743 MA 06/21/18 Card 6271,73.76,,73.76,,S09 - Free Business Checking,,,,,,73.76,,,2018-06-23,2018-07-04,Expense,Operating Expense,
443279095472611196,2018-06-21,S09 - Free Business Checking,Visa Check PUEBLO DCJR MK PUEBLO CO 06/20/18 Card 6271,Visa Check PUEBLO DCJR MK PUEBLO CO 06/20/18 Card 6271,-63.31,,,63.31,Vehicle – Repairs & Maintenance,,,,,,-63.31,,,2018-06-23,2018-07-04,Asset,Cash and Bank,Checking
443279095472611196,2018-06-21,Vehicle – Repairs & Maintenance,Visa Check PUEBLO DCJR MK PUEBLO CO 06/20/18 Card 6271,Visa Check PUEBLO DCJR MK PUEBLO CO 06/20/18 Card 6271,63.31,,63.31,,S09 - Free Business Checking,,,,,,63.31,,,2018-06-23,2018-07-04,Expense,Operating Expense,
443279100061179781,2018-06-21,S09 - Free Business Checking,#xxxxxxxx4603 SEI xxxxx 235 W 7TH US WALSENBURG CO Card 6271,#xxxxxxxx4603 SEI xxxxx 235 W 7TH US WALSENBURG CO Card 6271,-5.40,,,5.40,Meals and Entertainment,,,,,,-5.40,,,2018-06-23,2018-07-04,Asset,Cash and Bank,Checking
443279100061179781,2018-06-21,Meals and Entertainment,#xxxxxxxx4603 SEI xxxxx 235 W 7TH US WALSENBURG CO Card 6271,#xxxxxxxx4603 SEI xxxxx 235 W 7TH US WALSENBURG CO Card 6271,5.40,,5.40,,S09 - Free Business Checking,,,,,,5.40,,,2018-06-23,2018-07-04,Expense,Operating Expense,
443279060802494263,2018-06-22,S09 - Free Business Checking,Visa Check LOAF N JUG #0003 Q81 WALSENBURG CO 06/22/18 Card 6271,Visa Check LOAF N JUG #0003 Q81 WALSENBURG CO 06/22/18 Card 6271,-10.33,,,10.33,Mt Dew,,,,,,-10.33,,,2018-06-23,2018-07-04,Asset,Cash and Bank,Checking
443279060802494263,2018-06-22,Mt Dew,Visa Check LOAF N JUG #0003 Q81 WALSENBURG CO 06/22/18 Card 6271,Visa Check LOAF N JUG #0003 Q81 WALSENBURG CO 06/22/18 Card 6271,10.33,,10.33,,S09 - Free Business Checking,,,,,,10.33,,,2018-06-23,2018-07-04,Expense,Operating Expense,
443279065542057794,2018-06-22,S09 - Free Business Checking,Visa Check INTERNACHI xxx-xxx6214 CO 06/21/18 Card 6271,Visa Check INTERNACHI xxx-xxx6214 CO 06/21/18 Card 6271,-5.00,,,5.00,Buy Back Guarentee,,,,,,-5.00,,,2018-06-23,2018-07-04,Asset,Cash and Bank,Checking
443279065542057794,2018-06-22,Buy Back Guarentee,Visa Check INTERNACHI xxx-xxx6214 CO 06/21/18 Card 6271,Visa Check INTERNACHI xxx-xxx6214 CO 06/21/18 Card 6271,5.00,,5.00,,S09 - Free Business Checking,,,,,,5.00,,,2018-06-23,2018-07-04,Expense,Operating Expense,
443279071372140363,2018-06-22,S09 - Free Business Checking,#xxxxxxxx2019 SEI xxxxx 235 W 7TH US WALSENBURG CO Card 6271,#xxxxxxxx2019 SEI xxxxx 235 W 7TH US WALSENBURG CO Card 6271,-3.47,,,3.47,Meals and Entertainment,,,,,,-3.47,,,2018-06-23,2018-07-04,Asset,Cash and Bank,Checking
443279071372140363,2018-06-22,Meals and Entertainment,#xxxxxxxx2019 SEI xxxxx 235 W 7TH US WALSENBURG CO Card 6271,#xxxxxxxx2019 SEI xxxxx 235 W 7TH US WALSENBURG CO Card 6271,3.47,,3.47,,S09 - Free Business Checking,,,,,,3.47,,,2018-06-23,2018-07-04,Expense,Operating Expense,
444735261360806919,2018-06-24,S09 - Free Business Checking,#xxxxxxxx3391 7-ELEVEN 283 HWY 105 US MONUMENT CO Card 6271,#xxxxxxxx3391 7-ELEVEN 283 HWY 105 US MONUMENT CO Card 6271,-12.34,,,12.34,Cigs,,,,,,-12.34,,,2018-06-25,2018-07-04,Asset,Cash and Bank,Checking
444735261360806919,2018-06-24,Cigs,#xxxxxxxx3391 7-ELEVEN 283 HWY 105 US MONUMENT CO Card 6271,#xxxxxxxx3391 7-ELEVEN 283 HWY 105 US MONUMENT CO Card 6271,12.34,,12.34,,S09 - Free Business Checking,,,,,,12.34,,,2018-06-25,2018-07-04,Expense,Operating Expense,
444735266117147666,2018-06-24,S09 - Free Business Checking,Visa Check INTERNACHI xxx-xxx6214 CO 06/22/18 Card 6271,Visa Check INTERNACHI xxx-xxx6214 CO 06/22/18 Card 6271,-5.00,,,5.00,Buy Back Guarentee,,,,,,-5.00,,,2018-06-25,2018-07-04,Asset,Cash and Bank,Checking
444735266117147666,2018-06-24,Buy Back Guarentee,Visa Check INTERNACHI xxx-xxx6214 CO 06/22/18 Card 6271,Visa Check INTERNACHI xxx-xxx6214 CO 06/22/18 Card 6271,5.00,,5.00,,S09 - Free Business Checking,,,,,,5.00,,,2018-06-25,2018-07-04,Expense,Operating Expense,
444735270663773211,2018-06-24,S09 - Free Business Checking,Visa Check LOVES TRAVEL Sxxxx2261 PUEBLO CO 06/23/18 Card 6271,Visa Check LOVES TRAVEL Sxxxx2261 PUEBLO CO 06/23/18 Card 6271,-36.25,,,36.25,Vehicle – Fuel,,,,,,-36.25,,,2018-06-25,2018-07-04,Asset,Cash and Bank,Checking
444735270663773211,2018-06-24,Vehicle – Fuel,Visa Check LOVES TRAVEL Sxxxx2261 PUEBLO CO 06/23/18 Card 6271,Visa Check LOVES TRAVEL Sxxxx2261 PUEBLO CO 06/23/18 Card 6271,36.25,,36.25,,S09 - Free Business Checking,,,,,,36.25,,,2018-06-25,2018-07-04,Expense,Operating Expense,
444735275218787366,2018-06-24,S09 - Free Business Checking,Visa Check SOS REGISTRATION FEE xxx-xxx-6962 CO 06/24/18 Card 6271,Visa Check SOS REGISTRATION FEE xxx-xxx-6962 CO 06/24/18 Card 6271,-10.00,,,10.00,Business Licenses & Permits,,,,,,-10.00,,,2018-06-25,2018-07-04,Asset,Cash and Bank,Checking
444735275218787366,2018-06-24,Business Licenses & Permits,Visa Check SOS REGISTRATION FEE xxx-xxx-6962 CO 06/24/18 Card 6271,Visa Check SOS REGISTRATION FEE xxx-xxx-6962 CO 06/24/18 Card 6271,10.00,,10.00,,S09 - Free Business Checking,,,,,,10.00,,,2018-06-25,2018-07-04,Expense,Operating Expense,
444735279941573679,2018-06-24,S09 - Free Business Checking,Visa Check FAMILY DOLLAR #4711 WALSENBURG CO 06/23/18 Card 6271,Visa Check FAMILY DOLLAR #4711 WALSENBURG CO 06/23/18 Card 6271,-16.19,,,16.19,Office Supplies,,,,,,-16.19,,,2018-06-25,2018-07-04,Asset,Cash and Bank,Checking
444735279941573679,2018-06-24,Office Supplies,Visa Check FAMILY DOLLAR #4711 WALSENBURG CO 06/23/18 Card 6271,Visa Check FAMILY DOLLAR #4711 WALSENBURG CO 06/23/18 Card 6271,16.19,,16.19,,S09 - Free Business Checking,,,,,,16.19,,,2018-06-25,2018-07-04,Expense,Operating Expense,
445465227794865381,2018-06-25,S09 - Free Business Checking,Check #1222 Withdrawal,Check #1222 Withdrawal,-40.00,,,40.00,Owner Investment / Drawings,,,,,,-40.00,,,2018-06-26,2018-07-04,Asset,Cash and Bank,Checking
